,Experiment name:,Sample experiment
Duration:,2 0
Rate:,100 per second
Sensors:,Pulse (ID 3  Exp 1)
Range:,Wave
Units:,Arb
Time
'0:0:0.0;368
'0:0:0.01;366
'0:0:0.02;362
'0:0:0.03;358
'0:0:0.04;355
'0:0:0.05;356
'0:0:0.06;362
'0:0:0.07;372
'0:0:0.08;384
'0:0:0.09;398
'0:0:0.1;411
'0:0:0.11;422
'0:0:0.12;431
'0:0:0.13;437
'0:0:0.14;439
'0:0:0.15;436
'0:0:0.16;431
'0:0:0.17;425
'0:0:0.18;417
'0:0:0.19;407
'0:0:0.2;396
'0:0:0.21;387
'0:0:0.22;378
'0:0:0.23;370
'0:0:0.24;363
'0:0:0.25;358
'0:0:0.26;353
'0:0:0.27;351
'0:0:0.28;349
'0:0:0.29;347
'0:0:0.3;345
'0:0:0.31;343
'0:0:0.32;342
'0:0:0.33;342
'0:0:0.34;343
'0:0:0.35;345
'0:0:0.36;349
'0:0:0.37;353
'0:0:0.38;359
'0:0:0.39;364
'0:0:0.4;368
'0:0:0.41;373
'0:0:0.42;378
'0:0:0.43;382
'0:0:0.44;384
'0:0:0.45;385
'0:0:0.46;385
'0:0:0.47;383
'0:0:0.48;381
'0:0:0.49;377
'0:0:0.5;372
'0:0:0.51;368
'0:0:0.52;365
'0:0:0.53;362
'0:0:0.54;359
'0:0:0.55;354
'0:0:0.56;350
'0:0:0.57;347
'0:0:0.58;345
'0:0:0.59;342
'0:0:0.6;339
'0:0:0.61;337
'0:0:0.62;335
'0:0:0.63;335
'0:0:0.64;336
'0:0:0.65;337
'0:0:0.66;338
'0:0:0.67;340
'0:0:0.68;342
'0:0:0.69;344
'0:0:0.7;345
'0:0:0.71;345
'0:0:0.72;343
'0:0:0.73;342
'0:0:0.74;341
'0:0:0.75;340
'0:0:0.76;340
'0:0:0.77;340
'0:0:0.78;340
'0:0:0.79;341
'0:0:0.8;342
'0:0:0.81;344
'0:0:0.82;348
'0:0:0.83;355
'0:0:0.84;363
'0:0:0.85;372
'0:0:0.86;383
'0:0:0.87;394
'0:0:0.88;404
'0:0:0.89;412
'0:0:0.9;417
'0:0:0.91;419
'0:0:0.92;418
'0:0:0.93;415
'0:0:0.94;410
'0:0:0.95;403
'0:0:0.96;396
'0:0:0.97;388
'0:0:0.98;380
'0:0:0.99;373
'0:0:1.0;366
'0:0:1.01;359
'0:0:1.02;354
'0:0:1.03;350
'0:0:1.04;347
'0:0:1.05;344
'0:0:1.06;342
'0:0:1.07;340
'0:0:1.08;340
'0:0:1.09;339
'0:0:1.1;339
'0:0:1.11;339
'0:0:1.12;340
'0:0:1.13;342
'0:0:1.14;346
'0:0:1.15;349
'0:0:1.16;353
'0:0:1.17;357
'0:0:1.18;362
'0:0:1.19;366
'0:0:1.2;368
'0:0:1.21;370
'0:0:1.22;371
'0:0:1.23;371
'0:0:1.24;369
'0:0:1.25;367
'0:0:1.26;364
'0:0:1.27;362
'0:0:1.28;361
'0:0:1.29;359
'0:0:1.3;357
'0:0:1.31;355
'0:0:1.32;354
'0:0:1.33;352
'0:0:1.34;351
'0:0:1.35;350
'0:0:1.36;349
'0:0:1.37;348
'0:0:1.38;347
'0:0:1.39;347
'0:0:1.4;346
'0:0:1.41;346
'0:0:1.42;346
'0:0:1.43;347
'0:0:1.44;347
'0:0:1.45;348
'0:0:1.46;349
'0:0:1.47;350
'0:0:1.48;351
'0:0:1.49;352
'0:0:1.5;353
'0:0:1.51;353
'0:0:1.52;353
'0:0:1.53;354
'0:0:1.54;355
'0:0:1.55;356
'0:0:1.56;357
'0:0:1.57;358
'0:0:1.58;361
'0:0:1.59;366
'0:0:1.6;373
'0:0:1.61;384
'0:0:1.62;396
'0:0:1.63;409
'0:0:1.64;421
'0:0:1.65;431
'0:0:1.66;437
'0:0:1.67;441
'0:0:1.68;442
'0:0:1.69;440
'0:0:1.7;436
'0:0:1.71;430
'0:0:1.72;422
'0:0:1.73;414
'0:0:1.74;405
'0:0:1.75;396
'0:0:1.76;387
'0:0:1.77;379
'0:0:1.78;373
'0:0:1.79;368
'0:0:1.8;363
'0:0:1.81;360
'0:0:1.82;358
'0:0:1.83;357
'0:0:1.84;356
'0:0:1.85;355
'0:0:1.86;354
'0:0:1.87;353
'0:0:1.88;353
'0:0:1.89;354
'0:0:1.9;355
'0:0:1.91;357
'0:0:1.92;361
'0:0:1.93;365
'0:0:1.94;370
'0:0:1.95;373
'0:0:1.96;376
'0:0:1.97;378
'0:0:1.98;379
'0:0:1.99;379
'0:0:2.0;378
'0:0:2.01;376
'0:0:2.02;374
'0:0:2.03;372
'0:0:2.04;370
'0:0:2.05;367
'0:0:2.06;365
'0:0:2.07;362
'0:0:2.08;359
'0:0:2.09;357
'0:0:2.1;354
'0:0:2.11;351
'0:0:2.12;350
'0:0:2.13;348
'0:0:2.14;347
'0:0:2.15;347
'0:0:2.16;346
'0:0:2.17;346
'0:0:2.18;347
'0:0:2.19;348
'0:0:2.2;349
'0:0:2.21;350
'0:0:2.22;351
'0:0:2.23;352
'0:0:2.24;354
'0:0:2.25;354
'0:0:2.26;355
'0:0:2.27;356
'0:0:2.28;357
'0:0:2.29;357
'0:0:2.3;357
'0:0:2.31;357
'0:0:2.32;357
'0:0:2.33;358
'0:0:2.34;358
'0:0:2.35;357
'0:0:2.36;357
'0:0:2.37;358
'0:0:2.38;361
'0:0:2.39;365
'0:0:2.4;372
'0:0:2.41;382
'0:0:2.42;394
'0:0:2.43;407
'0:0:2.44;419
'0:0:2.45;429
'0:0:2.46;436
'0:0:2.47;440
'0:0:2.48;441
'0:0:2.49;439
